titre,prix,gouvernerat et date dajout,Kilométrage,Couleur du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Number of Pictures,Description
serie 1 n45t très propre,40500,"Tunis , a month ago",0,Gris,Automatique,2009,1.6L,BMW,Serie 1,7,Compacte,Essence,10,"

          A vendre une Bmw série 1 e87 modèle ""
          







             Afficher le numéro
            




          "" N45T16I ""116i"" toutes options
Voiture en trés bonne état
Contacter pe
          







             Afficher le numéro
            



         pour plus d'informations
        "
calculateur Peugeot Citroën BSM,500,"Monastir , 23 days ago",2,"
         BSM importé de France en bonne état.
        ",,,,,,,,,,
Citrorn DS5,43000,"Tunis , a month ago",169000,Blanc,Automatique,2013,1.6L,Citroen,DS5,9,Berline,Essence,10,"

          🚘 À VENDRE Citroen DS5 !!
Etat impeccable .Entretien à jour
• Modèle :2013
• Kilométrage : 169 000 Km
• Puissance Fiscale : 9 CV
• Énergie : Essence
• Boite automatique
⚠️ PRIX : 43 000 DT !!
☎️
          







             Afficher le numéro
            




          Options :
-climatronic
-Bi xénon
-détecteur de pluie
-rétroviseurs électriques
-accoudoir central avant
-ordinateur de bord
-volant en cuir multifonctions
-radar de recul
-caméra de recul
-sièges chauffants
-Interieur cuir
-etc
📍 Visible à PàP Auto - 80, Rue des Métaux Charguia 1
☎️
          







             Afficher le numéro
            



"
Lancia,29,"Sfax , a month ago",190.000,Noir,Manuelle,2010,1.4L,lancia,Delta,7,Compacte,Essence,5,"
         ➿ A vendre ➿
〰️ Lancia Delta 〰️
Caractéristique :
- 1ère main ( Voiture d’un médecin)
- 190.000Km certifié avec carnet d’entretien
- Plusieurs mode de conduite
- Volant multifonctions
- 4 pneu neuf
- Climatonic
➰ voiture très confortable et en bonne état ➰
        "
Vente voiture,72500,"Ben Arous , a month ago",22300,Rose,Manuelle,2021,1.4L,Autres,Autres,7,4 x 4,Essence,6,"
         Vente voiture MG ZS
        "
c3 a vendre,1,"Tunis , 25 days ago",153000,Noir,Manuelle,2012,<1.0L,Citroen,C35,5,Compacte,Essence,8,"
         c3 première main
        "
À vendre MG zs première main,0,"Ariana , 13 days ago",86000,Orange,Automatique,2020,1.6L,Autres,Autres,7,Compacte,Essence,10,"
         MG zs première main ✋️
pentur origines
        "
⚜️TOYOTA land cruiser 105 VX⚜️,0,"Ariana , 16 days ago",200,Doré,Manuelle,2003,>4.0L,Toyota,Land Cruiser,17,4 x 4,Diesel,10,"

          ⚜️TOYOTA land cruiser 105 VX⚜️
➖Année : 2003
voiture en très bon état
- climatisation
- vitres teintées
- interieur cuir
- sièges électriques
TEL :
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         🏢 Disponible à Notre Showroom AUTOROOM la soukra SIDI FREJ
        "
كرهبة نظيفة برشة، متاع طبيب,32000000,"Sidi Bouzid , 20 hours ago",85000,Blanc,Manuelle,1.5L,2018,Chery,A3,6,Berline,Essence,10,"

          Voiture 07/2018 première main
85alf Km
Kolchay origine
moteur 4 cylindres / 1.5
6ch essence
peinture d'origine
4 vitres electrique
climatiseur
fermeture central
frenage ABS
etat impecable
          







             Afficher le numéro
            



"
🔥JEEP RENEGADE🔥,87000,"Tunis , 10 days ago",17852,Noir,Manuelle,2017,1.6L,Jeep,Wrangler,6,4 x 4,Diesel,10,"

          🔥JEEP RENEGADE🔥
➡️Voiture importée d'Italie🇮🇹
➡Mise en circulation 07/2017 ☑
➡Kilométrage 17852 km
➡Puissance fiscal : 6CV
➡Première main (تسجيل أول)
➡Energie : diesel ⛽️
➡️Boîte de vitesse manuelle
➡️Climatronic
➡️Jantes allu
➡️Régulateur de vitesse
➡️Grand écran tactile
➡️Rétroviseurs électriques
➡️Vitres électriques
➡️Accoudoir central avant.
➡️Camera de recul
➡️Bluetooth
➡️Ordinateur de bord
➡️Volant cuir multifonctions
➡️etc...
💰Prix légèrement négociable
➕️Pour plus d'informations
📞
          







             Afficher le numéro
            



         📌Adresse : cité ezzouhour Tunis
        "
A vendre Ovetto Yamaha🛵50Cm Semi-Digital 2T importer de France🇨🇵,4777,"Tunis , 10 hours ago",6473,Bleu,Automatique,2007,10,"

          💮🌼A Vendre Ovetto Yamaha semi-digital 50Cm 2T importer de france🇨🇵
🍓بسم اله ما شاء الله🍓
🔴ميساجات و مسنجر منجوبش: SVP 📵
بل تاليفون par Tel🔴
💮🌼********PRIX PAR TéL SVP:
📞☎️***
          







             Afficher le numéro
            




          ***📞☎️
💮🌼Scooter Disponible A 🏡Bizerte 🏡
💮🌼Clé D'origine+Bloc Volant🚧
💮🌼🛵moteur 2T Très puissant et pratique en ville 🛵🚦🚦
Tél:⛔📞☎️
          







             Afficher le numéro
            



         📞☎️
        ",,,,,,
Pièce Audi A5,0,"Ariana , 25 days ago",10,"
         audi a5 2008
piece audi a5 en bonne etat
lkol en bonne etat disponible manzah 5
calendre , pare-choc, capot 2xPhares trape essences commodo parechoc avant avec anti brouillard
        ",,,,,,,,,,
nitro2012 airox,3300,"Sousse , 21 days ago",38000,Bleu,Automatique,2012,6,"
         nitro Airox 2012
        ",,,,,,
Dacia Logan 1.5dci,15800,"Tunis , 8 days ago",210000,Gris,Manuelle,2012,1.5L,Dacia,Logan,5,Utilitaire,Diesel,6,"
         ke mets en vente Dacia Logan 1.5 dci 4
4 pneu neuf
zéro dépense
        "
𝐌𝐄𝐑𝐂𝐄𝐃𝐄𝐒 𝐂𝐋𝐀𝐒𝐒𝐄 𝐂 𝟐𝟎𝟎 𝐃,0,"Tunis , 11 hours ago",115000,Noir,Automatique,1.6L,2019,Mercedes-Benz,Classe C,8,Berline,Diesel,10,"
         🔶◾ 𝐌𝐄𝐑𝐂𝐄𝐃𝐄𝐒 𝐂𝐋𝐀𝐒𝐒𝐄 𝐂 𝟐𝟎𝟎 𝐃 ◾🔶
☏︎ 𝟮𝟯 𝟰𝟮𝟲 𝟭𝟯𝟵 / 𝟐𝟒 𝟖𝟐𝟖 𝟕𝟔𝟓 / 𝟐𝟑 𝟖𝟐𝟑 𝟕𝟗𝟗
💥𝗣̲𝗼̲𝘀̲𝘀̲𝗶̲𝗯̲𝗶̲𝗹̲𝗶̲𝘁̲𝗲̲́ ̲𝗱̲𝗲̲ ̲𝗩̲𝗲̲𝗻̲𝘁̲𝗲̲ ̲𝗼̲𝘂̲ ̲𝗘̲𝗰̲𝗵̲𝗮̲𝗻̲𝗴̲𝗲̲
⁻ 𝗠𝗼𝘁𝗼𝗿𝗶𝘀𝗮𝘁𝗶𝗼𝗻 : 𝟭.𝟲𝗟 𝟰𝗰𝘆𝗹 𝘁𝘂𝗿𝗯𝗼
⁻ 𝗠𝗼𝗱𝗲𝗹𝗲 : 𝟮𝟬𝟭𝟵
⁻ 𝗞𝗶𝗹𝗼𝗺𝗲𝘁𝗿𝗮𝗴𝗲 : 𝟭𝟭𝟴.𝟬𝟬𝟬 𝗞𝗠
        "
Citroen c elysée,21000,"Monastir , a month ago",0,Blanc,Manuelle,2016,1.1L,Citroen,C-Elysée,5,Autres,Essence,9,"

          A vendre voiture citroen c elysée modèle 2016 pour plus d’informations merci d’appeler le
          







             Afficher le numéro
            



         Je ne réponds pas aux messages qui me sont adressés en privé.
        "
fiat grundi punto,24500,"La Manouba , 6 days ago",200000,Blanc,Manuelle,Fiat,1.4L,2015,Compacte,4,Punto,Essence,10,"

          Fiat Grundi punto
✅️Mise en cerculation : 2015
✅️Tres bonne etat
✅️Ecran android10 pouce
✅️Usb / bleutooth
✅️Camera de recule
✅️Climatiseur
✅️4chev / 4cylin
✅️Essence
✅️Vitre electrique
✅️Kilometrage: 200.000
✅️Visite: -->02-2026
tel :
          







             Afficher le numéro
            



"
voiture,55,"Nabeul , a month ago",180000,Blanc,Manuelle,2018,1.6L,Peugeot,Expert,7,Autres,Diesel,4,"
         Peugeot expert 4
        "
Alternateur d'origine nissan Qashqai et Renault en très bonne état,200,"Tunis , 23 days ago",3,"

          Alternateur d'origine nissan Qashqai et Renault en très bonne état
          







             Afficher le numéro
            



",,,,,,,,,,
🔶 MG 6 Trophy 🔶,83500,"Ariana , 11 days ago",30000,Noir,Automatique,2022,2.0L,Autres,Autres,9,Berline,Essence,10,"

          🔶 MG 6 Trophy 🔶
▸ Modele : 2022
▸ Kilométrage : 30 000 km
▸ Puissance fiscale : 9 cv
▸ Energie : Essence
▸ Climatronic
▸ Boite Automatique
▸ Start / Stop
▸ Camera
▸ Feux Xénon / LED
▸ Toit Ouvrant
▸ Volant multifonction
▸ Sièges en cuir
▸ Ordinateur de bord
▸ Ecran tactile
▸ Rétroviseurs rabattables
▸ Keyless Go
▸ Volant multifonction en cuir
------------------------------------
Expert AUTO
☏ :
          







             Afficher le numéro
            



"
جتا passat,0,"Tunis , a month ago",150000,Argent,Automatique,4,1.6L,Volkswagen,Jetta,000,Autres,Essence,1,"
         سيارة نظيفة للبيع موصفات خليجة
موجود فيها 3 poite vitesse
اتوماتيك
سبور
عادي
للجادين الله يخاليكم
        "
22386239,23500,"Sousse , a month ago",150000,Rouge,Manuelle,2017,1.2L,Mitsubishi,Canter,4,Compacte,Essence,10,"
         فرصة کرهبة نظيفة برشا
        "
Passat B7,42,"Sfax , 8 days ago",336000,Gris,Manuelle,2007,1.9L,Volkswagen,Passat,6,Berline,Diesel,8,"

          A vendre Passat B7, Année 2007, puissance 6 CV, gasoil, de couleur gris charbon (très bon couleur) , les feux avant et arrière sont neufs, Les pneu sont neufs et les jantes en Alu , très économique en consommation carburant ,comme option : clim Auto , toit ouvrant , kit haut-parleur, régulateur de vitesse; tous les accessoires extérieures sont inox. Les intéressés peuvent contacter
          







             Afficher le numéro
            



"
Citroën Berlingo Model : 2012,23500,"Ben Arous , 10 hours ago",280000,Blanc,Manuelle,1.9L,2012,Citroen,Berlingo,7,Utilitaire,Diesel,7,"

          Citroën Berlingo Model : 2012 ; année : 11 / 2011 ; importée de France ; Diesel ; 1.9 ; 7 cv ; 280000 Km ; Climatisée ; Direction assistée ; Porte latérale ; 4 pneus neufs ; Fermeture centralisée à distance et Alarme ( Méta system ) ; Poste et 2 baffles et SONY XPLOD ( usb ; aux et radio ) ; entretenue chez total tous les : 10000 km ; prix : 23500 dt Tel :
          







             Afficher le numéro
            



"
NISSAN QASHQAI,55409703,"Mahdia , 13 days ago",28400,Gris,Manuelle,-2017,1.2L,Nissan,Qashqai,05,Berline,Diesel,7,"

          A VENDRE UNE TRES JOLIE NISSAN QASHQAI ANNEE 2017 TOUTE OPTION APPELE
          







             Afficher le numéro
            



"
bmw serie1,31000,"Ariana , 18 days ago",280000,Blanc,Manuelle,2012,3.0L,BMW,Serie 1,280000,Autres,Essence,3,"
         a vendre bmw serie 1
        "
Chevrolet Aveo LS,100,"Sfax , 14 days ago",200000,Noir,Manuelle,2013,1.2L,Chevrolet,Aveo,5,Berline,Essence,6,"

          🔥🔥 Chevrolet Aveo LS 🔥🔥
- Essence / 5cv
- Année : 2013
✅Airbags
✅Climatisation
✅4 vitres électriques
✅Autoradio CD/Mp3/Aux
✅Anti-démarrage électronique
✅Antibrouillards
Numéro:
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



"
Moto,3500,"Sfax , a month ago",2900,Noir,Automatique,2023,3,"

          zimota sinus jdida
          







             Afficher le numéro
            



",,,,,,
symbol 1,26000,"Monastir , 2 days ago",218000,Noir,Manuelle,2010,1.2L,Renault,Symbol,5,Berline,Essence,8,"
         je mets en vente une voiture Renault symbol 1 année 2010
        "
Mercedes B160 a vendre,35000,"Tunis , 23 days ago",210000,Blanc,Manuelle,2010,1.6L,Mercedes-Benz,Classe B,7,Monospace,Essence,4,"
         B160 a vendre tres bien entretenue
Aucune reparation a prévoir
Moteur impeccable et intact
Echange contre une berline ou un SUV est possible
        "
cric,550,"Tunis , 8 days ago",2017,6,"
         cric voiture
        ",,,,,,,,,
Pompe assistée BMW,380,"Kasserine , 11 days ago",5,"

          Pompe assistée bonne occasion importée
Tel :
          







             Afficher le numéro
            



",,,,,,,,,,
Kia Rio,22,"Monastir , a month ago",1,Doré,Manuelle,2010,1.6L,Kia,Rio,6,Berline,Essence,4,"

          à vendre Kia Rio en bonne état
-Modèle 2010 essence
-Moteur récemment remplacé
-Couleur champagne
-Fermeture centrale avec commande
-Tous les vitres électriques
-Climatiseur en marche
-04 jantes aluminium
-04 pneus neufs
-Tel.:
          







             Afficher le numéro
            



"
boite vitesses,350,"Jendouba , a month ago",3,"
         boite vitesses Mégane essence
        ",,,,,,,,,,
peugeot 106,8.5,"Le Kef , 16 days ago",250,Blanc,Manuelle,1996,1.4L,Peugeot,106,5,Autres,Essence,10,"
         a vendre
        "
SCOOTER ELECTRIQUE HANDICAPE,2500,"Tunis , 25 days ago",2018,5,"
         SCOOTER ELECTRRIQUE POUR PERSONNES HANDICAPE EN TRES BON ETAT.
        ",,,,,,,,,
avendre clio7 premier main,0,"Sfax , a month ago",77000,Noir,Manuelle,2019,1.2L,Renault,Clio,4,Berline,Essence,8,"

          avendre clio 7 premier main avec etat neuf
numéro téléphone :
          







             Afficher le numéro
            



"
Peugeot 2008 en très bon état,39500,"Bizerte , a day ago",173000,Blanc,Manuelle,2015,1.2L,5,Peugeot,2008,Essence,Compacte,10,"

          Peugeot 2008 en très bon état
Entretien et toutes pièces de rechange maison Peugeot-Citroën
Prix négociable
Année 2015
KLM 173000
Couleur blanc nacré
ABS
Airbags frontaux
Fermeture centralisée
Déflecteurs d'air avant d'origine
Ordinateur de bord
Système d'alarme
Rétroviseurs rabattables
Vitres électriques
Antibrouillards
Caméra de recul
Feux à LED
Peinture originale
Radar de recul
Toit panoramique
Vitres teintées
Volant multifonctions
Téléphone
          







             Afficher le numéro
            



"
Belle Mercedes Benz à Vendre,52000,"Sfax , 20 days ago",254000,Noir,Automatique,2009,1.6L,Mercedes-Benz,Classe C,9,Berline,Essence,10,"
         Mercedes Benz C180 Compressor, boîte automatique, 9CV Essence,Blue efficiency avec toit ouvrant
Kilométrage :254 000 Km
Année :31/12/2009
Prix négociable
        "
kayake,0,"Ben Arous , a month ago",0,5,"
         neuf
        ",,,,,,,,,
Audi A4 phase 2,43,"Médenine , a month ago",200,Blanc,Manuelle,2013,1.8L,Audi,A4,7,Berline,Essence,10,"
         je mets en vente une voiture Audi A4
        "
Voitur,23,"La Manouba , a month ago",230,Noir,Manuelle,2010,1.2L,Renault,Clio,5,Autres,Essence,10,"
         Symbole toute option vitres d'origine nthifa mta3 ksiba
        "
Nissan ATLEON,0,"Kairouan , 9 days ago",220000,Blanc,Manuelle,2008,2.8L,Nissan,Altima,10,Autres,Diesel,9,"

          a vendre nissan ATLEON ANNEE 2008 10 CV DIESEL toutes options nthif barcha koll chay en marche importee 3jal jdod climatiseur en marche.
permis tourisme.
numero
          







             Afficher le numéro
            



"
Volvo V40 à vendre,60000,"Ariana , a month ago",97000,Noir,Automatique,Volvo,1.6L,2015,S40,10,Compacte,Essence,8,"
         A vendre une magnifique Volvo v 40 boîte auto de 2015 ayant totalisé uniquement 97000 km.
Voiture en excellent état, première main et qui a toujours été très bien entretenue, aucun frais à prévoir
Elle est équipée de toutes les options de sa gamme.
        "
MG ZS,57000,"Tunis , 3 days ago",170,Noir,Automatique,2019,1.4L,Autres,Autres,7,Compacte,Essence,7,"

          MG ZS
année 2019
Kilométrage 170
Boite automatique
7 cv
Essence
Tu 211
Camera
Toit panoramique
Feux LED
Téléphone
          







             Afficher le numéro
            



"
mercedes porsche range rover bmw,1,"Tunis , a month ago",6,"

          A vendre: mask av complet w212 + kit airbag complet
          







             Afficher le numéro
            




          Mask av complet w204 restylé amg
          







             Afficher le numéro
            




          + kit airbag ompet
Deux portes av complet w213 /
          







             Afficher le numéro
            




          Deux portes av w204 complet
          







             Afficher le numéro
            




          Crémaillère f10 /g
          







             Afficher le numéro
            




          Crémaillère tigwan - passât
          







             Afficher le numéro
            




          Crémaillère golf6
Crémaillère Vito huile 2014
Abs w204 - audi a4 2011 - Mercedes a
          







             Afficher le numéro
            



         -abs golf 8 et cupra
P-chocs ar w212 complet noir
Bloc radiateur mini Cooper 2020 3 cylindre coupé origine BMW
        ",,,,,,,,,,
Voiture fiat panda,29500,"Tunis , a month ago",145000,Gris,Manuelle,2015,1.2L,Fiat,Panda,4,Autres,Essence,8,"
         Je mets en vente ma voiture fiat panda année décembre 2015 kilométrage 145000km 4 cylindres et 4 chevaux très bien entretenue une voiture puissante avec une faible consommation.
        "
A louer Dacia sandero stepway,1,"Bizerte , 15 hours ago",1111,Noir,Automatique,2024,1.9L,Dacia,Sandero,111,Autres,Essence,5,"

          dacia sandero disponible pour location contactez-moi sur le :
          







             Afficher le numéro
            



"
Golf 7 break diesel,47000,"Tunis , 10 days ago",190000,Gris,Manuelle,2014,1.6L,Volkswagen,Golf 7,Compacte,5,Diesel,8,"

          Je met en vente une Golf 7 Break modèle 2014, importée de l'étranger à l'été 2018. La voiture est équipée d'un moteur diesel 1.6 L Bluemotion développant 5cv et a parcouru 190.000 Km. Voiture visible à L'Aouina. Contact
          







             Afficher le numéro
            



"
Voiture à vendre,0,"Bizerte , 8 days ago",220000,Blanc,Manuelle,2016,3.0L,Toyota,Land Cruiser,11,4 x 4,Diesel,8,"
"
Mercedes c180,43,"Médenine , a month ago",280,Noir,Automatique,2009,1.8L,Mercedes-Benz,Classe C,9,Berline,Essence,5,"
         voiture avec kilométrage
        "
kongo 2006,17,"Tunis , 8 days ago",180,Blanc,Manuelle,2006,1.9L,Renault,Kangoo,7,Monospace,Diesel,6,"
         mazout 1.9 mouteur chamad
mechya 180km réale
toute en marche
awrakha koll khalsa
0 Souss
        "
Suzuki spresso,33000,"Ariana , 25 days ago",23000,Blanc,Manuelle,2021,<1.0L,Suzuki,Celerio,4,Compacte,Essence,3,"
         je mets en vente Suzuki spresso a l'état d'origine jamais touché
roue de secours jamais utilisée
toute options
système d'alarme meta système
        "
Passat b7,28500,"Nabeul , 2 days ago",1,Noir,Manuelle,2008,2.0L,Volkswagen,Passat,6,Berline,Diesel,6,"
         diesel
2.0
2008
ndhifa mafeha hta mochkol
        "
SUZUKI CELERIO,29000,"Tunis , a month ago",67000,Gris,Manuelle,2018,<1.0L,Suzuki,Celerio,4,Compacte,Essence,3,"
         A vendre suzuki celerio prem main année 2018 ,4 Cv, boîte manuelle, 67000 Km avec radar de recul, système d'alarme et tapisserie en similicuir noir fait chef la maison suzuki. vidanges faites chez CAR PRO Maison Suzuki. Roue de secours jamais utilisée.
        "
Mazda 3 Skyactiv G,71000,"Tunis , 6 days ago",147000,Noir,Automatique,2020,1.6L,Mazda,3,6,Berline,Essence,10,"

          🚘 À VENDRE Mazda 3 Skyactiv G!!
Etat impeccable .Entretien à jour
• Modèle :2020
• Kilométrage : 147 000 Km
• Puissance Fiscale : 6 CV
• Énergie : Essence
• Boite automatique
⚠️ PRIX : 71 000 DT !!
☎️
          







             Afficher le numéro
            




          Options :
-climatronic
-Bi xénon
-détecteur de pluie
-rétroviseurs électriques
-accoudoir central avant
-ordinateur de bord
-volant en cuir multifonctions
-radar de recul
-Interieur cuir
-caméra de recul
-toit ouvrant
-etc
📍 Visible à PàP Auto - 80, Rue des Métaux Charguia 1
☎️
          







             Afficher le numéro
            



"
